id,model_type,citation,url,attribution,attribution_url,figure_num,figure_caption,figure_url,textmodel_snipped,textmodel_section_number,textmodel_section_name,textmodel_page_number,watershed_name,lat,lon,area_km2,num_spatial_zones,spatial_property,num_temporal_zones,temporal_property,vegetation_info,soil_info,geol_info,topo_info,three_d_info,uncertainty_info,other_info,num_store,store_list,store_id_list,num_flux,flux_list,flux_id_list,dummy_column,huc_watershed_id
117,Figure model,"Burte JDP, Coudrain A, Marlet S. 2011. Use of water from small alluvial aquifers for irrigation in semi-arid regions. Ciencia agronomica 42 (3): 635â€“643 DOI: 10.1590/s1806-66902011000300009",https://doi.org/10.1590/S1806-66902011000300009,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/,6,"Conceptual model of two possible explanations for the increase in salinity observed after the flood of 2004: (1) contribution
from the crystalline bedrock, and (2) leaching from the unsaturated zone",https://minio.scielo.br/documentstore/1806-6690/p8gwZyv5Sw3Y6mzjT9wF6FQ/52cdc813fd57ffe91acf5de1dce8ab31855ca319.jpg,N/A,N/A,N/A,N/A,"Forquilha watershed, Brazil",-5.204174,-39.467518,220,1,N,4,Event,N,N,N,N,N,N,Salinity study,3,"Depression storage, Perched water tables, Water Table","Surf.Water.Depr, Sub.GW.Store.Perch, Sub.GW.Store.Wtable",4,"Regional groundwater flow, Infiltration, Hyporheic flow, Losing stream","Sub.GW.Flow.Region, Surf.Inf.Inf, Chan.Hypor, Sub.GWSW.Lose",1,N/A
118,Figure model,"Eger GZS, Silva Junior GC, Marques EAG, LeÃ£o BRC, da Rocha DGTB, Gilmore TE, do Amaral LGH, Silva JAO, Neale C. 2021. Recharge assessment in the context of expanding agricultural activity: Urucuia Aquifer System, western State of Bahia, Brazil. Journal of South American earth sciences 112 (103601): 103601 DOI: 10.1016/j.jsames.2021.103601",https://doi.org/10.1016/j.jsames.2021.103601,Not open-access,https://doi.org/10.1016/j.jsames.2021.103601,2B,Hydrogeological Conceptual model of the study area (cross-section A-B of Fig. 2A),https://ars.els-cdn.com/content/image/1-s2.0-S0895981121004478-gr2.jpg,N/A,N/A,N/A,N/A,"Urucuia Aquifer system, Brazil",-12.022621,-44.925076,-9999,1,N,1,N,N,N,N,Scale bar shown,N,N,N,1,Water Table,Sub.GW.Store.Wtable,2,"Groundwater flow, Vertical matrix flow","Sub.GW.Flow, Sub.Soil.Matrix",1,N/A
119,Figure model,"Wunderlich, W., Lang, M., Keating, K., Perez, W.B. and Oshun, J., 2023. The role of peat-forming bofedales in sustaining baseflow in the humid puna. Journal of Hydrology: Regional Studies, 47, p.101394.",https://doi.org/10.1016/j.ejrh.2023.101394,CC BY-NC-ND 4.0,https://doi.org/10.1016/j.ejrh.2023.101394,8,"We conceptualize the hydrologic function of bofedales (figure not meant to be drawn to scale) as â€˜way stationsâ€™ at the interface between deep groundwater dynamics within the upland hillslopes and streamflow. A large contributing upland area (4â€“12 times the size of the bofedal) supplies groundwater to the bofedal. The bofedal is composed of layers of peat, clay and saprolite/glaciofluvial sediments. In the fill-up period, rain recharges groundwater and drives flow to bofedales, filling layers of clay and high porosity peat. Runoff in streams is small. Once the bofedal saturates, catchment wide storage capacity is filled, and successive storms generate a steady-state response generating large streamflow. In the release phase, the absence of precipitation leads to decreased groundwater contributions to bofedales and they drain slowly through low conductivity basal layers, sustaining dry season baseflow.",https://ars.els-cdn.com/content/image/1-s2.0-S2214581823000812-gr8.jpg,N/A,N/A,N/A,N/A,"Upper Ramuschaka Watershed, Peru, Peru",-13.432769,-72.269199,2.12,1,N,3,Wetness,Vegetation icons,Soil types described,N,N,N,N,N,3,"Groundwater storage, Total groundwater storage , Soil saturation","Sub.GW.Store, Sub.GW.Store.Total, Sub.Soil.Store.Satur",5,"Channel flow, Vertical drainage to groundwater, Gaining stream, Groundwater flow, Lateral matrix flow","Chan.Flow, Sub.Soil.Drain, Sub.GWSW.Gain, Sub.GW.Flow, Sub.SSFlow.Matrix",1,N/A
120,Figure model,"Ledford, S.H., Lautz, L.K. and Stella, J.C., 2016. Hydrogeologic processes impacting storage, fate, and transport of chloride from road salt in urban riparian aquifers. Environmental science & technology, 50(10), pp.4979-4988.",https://doi.org/10.1021/acs.est.6b00402,Not open-access,https://doi.org/10.1021/acs.est.6b00402,2a,Conceptual model of how chloride could enter the floodplain. ,https://pubs.acs.org/cms/10.1021/acs.est.6b00402/asset/images/medium/es-2016-00402t_0003.gif,N/A,N/A,N/A,N/A,"Meadowbrook Creek, New York, United States",43.02926,-76.066094,11.3,1,N,1,N,N,N,N,N,N,N,N,1,Bank storage,Chan.Store.Bank,3,"Connectivity between hillslopes and channel, Vertical drainage to groundwater, Hyporheic flow","Sub.GWSW.Conn.Hill, Sub.Soil.Drain, Chan.Hypor",1,N/A
121,Figure model,"Ledford, S.H. and Lautz, L.K., 2015. Floodplain connection buffers seasonal changes in urban stream water quality. Hydrological processes, 29(6), pp.1002-1016.",https://doi.org/10.1002/hyp.10210,Not open-access,https://doi.org/10.1002/hyp.10210,11,Conceptual diagram of the processes controlling surface water chemistry along (a) the disconnected reach in the summer and fall; (b) the connected reach in the summer and fall; (c) the disconnected reach in the winter and (d) the connected reach in the winter,https://onlinelibrary.wiley.com/cms/asset/128136d0-2358-4b48-ac99-ea4a607a0090/hyp10210-fig-0011-m.jpg,N/A,N/A,N/A,N/A,"Meadowbrook Creek, New York, United States",43.02926,-76.066094,11.3,2,Land use / Land cover,2,Season,N,N,N,N,N,Unknown items identified,N,2,"Water Table, Lake storage","Sub.GW.Store.Wtable, Surf.Water.Lake",6,"IE flow from impermeable areas, Channel flow, Hyporheic flow, Connectivity between hillslopes and channel, Vertical drainage to groundwater, Gaining stream","Surf.Over.IE.Imp, Chan.Flow, Chan.Hypor, Sub.GWSW.Conn.Hill, Sub.Soil.Drain, Sub.GWSW.Gain",1,N/A
122,Figure model,"Gooseff, M.N., McKnight, D.M., Doran, P., Fountain, A.G. and Lyons, W.B., 2011. Hydrological connectivity of the landscape of the McMurdo Dry Valleys, Antarctica. Geography Compass, 5(9), pp.666-681.",https://doi.org/10.1111/j.1749-8198.2011.00445.x,Not open-access,https://doi.org/10.1111/j.1749-8198.2011.00445.x,8,Comparison of conceptual models of hydrologic connections in cold (A) and warm (B) austral summer,https://compass.onlinelibrary.wiley.com/cms/asset/fb576cd0-9b68-439a-ac12-5ffac9aa7f3b/gec3_445_f8.gif,N/A,N/A,N/A,N/A,"McMurdo Dry Valleys, Antarctica",-77.440369,162.728838,22700,1,N,2,Interannual,N,N,N,N,N,N,N,2,"Lake storage, Snow storage","Surf.Water.Lake, Surf.Snow.Stor",2,"Sublimation, Snowmelt","Surf.Snow.Subl, Surf.Snow.Melt",1,N/A
123,Figure model,"Lahuatte, B., Mosquera, G.M., PÃ¡ezâ€Bimos, S., Calispa, M., Vanacker, V., Zapataâ€RÃ­os, X., MuÃ±oz, T. and Crespo, P., 2022. Delineation of water flow paths in a tropical Andean headwater catchment with deep soils and permeable bedrock. Hydrological Processes, 36(10), p.e14725.",https://doi.org/10.1002/hyp.14725,Not open-access,https://doi.org/10.1002/hyp.14725,8,"Delineation of water flow paths in a tropical Andean headwater catchment shaped by recent (Holocene) volcanic activity within the Jatunhuaycu experimental observatory. Suction cups (SC) and wick samplers (WS) were installed for soil water monitoring and two wells were implemented for water sampling in wetlands (WE) along the hillslopes covered by tussock grass and cushion plants. The arrows represent the relative importance of various water flow paths as depicted by the stable isotopic composition and inverse transit time proxies (ITTPs shown as blue circles) of soil water at the upper (UP), upper replica (UR), middle (MI), and lower (LO) parts of the hillslope, wetlands (WE), and stream water (Q). The green arrows show the dominance of vertical flow in the volcanic soil layers in the hillslope positions. The yellow arrows refer to deeper subsurface flows being the main contributors of water to streamflow, and include water flow in buried soil horizons and ash layers, wetlands, and fractures on permeable parent material. The small red arrows point to the fact that surface water flow is negligible in the study catchment. For illustrative purposes, the thickness of the upper soil horizons is not to scale and remains constant along slopes. We refer the reader to Tables 1 and 2 for the exact thickness of the soil horizons. Variations in soil thickness and physicochemical properties have been reported from soil mapping (Erauw, 2019). Due to the complex heterogeneity in the distribution of soil horizons, ash layers, volcanoclastic materials, and lava flows at the transition between toeslope and wetland positions, these soils are not shown in the conceptual diagram (marked with a question mark) since they do not affect the interpretation of the main findings.",https://onlinelibrary.wiley.com/cms/asset/fd62298a-e1f4-4580-8746-0f2105fd3f73/hyp14725-fig-0008-m.jpg,N/A,N/A,N/A,N/A,"Jatunhuaycu Experimental Observatory, Ecuador",-0.4884968,-78.2398049,32.6,2,Land use / Land cover,1,N,Vegetation types described,Horizons described,N,Slopes described,N,Unknown items identified,N,2,"Soil saturation, Soil water storage","Sub.Soil.Store.Satur, Sub.Soil.Store",6,"Lateral matrix flow at soil horizons, Overland Flow, Vertical matrix flow, Subsurface stormflow, Channel flow, Pistonflow","Sub.SSFlow.Matrix.Horiz, Surf.Over, Sub.Soil.Matrix, Sub.SSFlow, Chan.Flow, Sub.GW.Disp.Piston",1,N/A
124,Figure model,"Mokua, R.A., Glenday, J., Nel, J. and Butler, M., 2020. Combined use of stable isotopes and hydrochemical characteristics to determine streamflow sources in the Jonkershoek catchment, South Africa. Isotopes in Environmental and Health Studies, 56(3), pp.238-259.",https://doi.org/10.1080/10256016.2020.1760861,Not open-access,https://doi.org/10.1080/10256016.2020.1760861,7,Conceptual model of the main seasonal streamflow generating processes. Mountain zone (grey): The rock fractured quartzitic/sandstones vs foothill zone (white): highly weathered shales and granites and scree downhill.,https://www.tandfonline.com/na101/home/literatum/publisher/tandf/journals/content/gieh20/2020/gieh20.v056.i03/10256016.2020.1760861/20210505/images/large/gieh_a_1760861_f0007_ob.jpeg,N/A,N/A,N/A,N/A,"Jonkershoek catchment, South Africa",-33.941637,18.854465,100,1,N,2,Season and wetness,Vegetation icons,N,Bedrock described,Slopes described,3D graphics,N,N,2,"Groundwater storage, Water Table","Sub.GW.Store, Sub.GW.Store.Wtable",6,"Exfiltration, Infiltration, Channel flow, Groundwater flow, Springflow, Subsurface stormflow","Sub.GW.Ret.Exf, Surf.Inf.Inf, Chan.Flow, Sub.GW.Flow, Sub.GW.Ret.Spr, Sub.SSFlow",1,N/A
125,Figure model,"Saayman, I.C., Scott, D.F., Prinsloo, F.W., Moses, G., Weaver, J.M.C. and Talma, S., 2003. Evaluation of the application of natural isotopes in the identification of the dominant streamflow generation mechanisms in TMG catchments. Water Research Commission, Pretoria. WRC Report, (1234/1), p.03.",https://www.wrc.org.za/wp-content/uploads/mdocs/1234-1-031.pdf,Not open-access,https://www.wrc.org.za/wp-content/uploads/mdocs/1234-1-031.pdf,6,Conceptual model of flow processes in TMG headwater catchments,https://sdsugeo.maps.arcgis.com/sharing/rest/content/items/e8100adea29d42a19b2930c5cad8c27f/data,N/A,N/A,N/A,N/A,"Zachariashoek research catchments, South Africa",-33.82871,19.03745,9.7,1,N,1,N,N,N,N,Slopes described,N,N,N,4,"Groundwater ridging, Water Table, Groundwater storage, Perched water tables","Sub.GW.Disp.Ridge, Sub.GW.Store.Wtable, Sub.GW.Store, Sub.GW.Store.Perch",9,"Reinfiltration, Overland Flow, IE flow from impermeable areas, Groundwater flow, Lateral unsaturated bedrock flow, Exfiltration, Springflow, Pistonflow, Lateral macropore flow","Surf.Inf.Inf.Reinf, Surf.Over, Surf.Over.IE.Imp, Sub.GW.Flow, Sub.GW.Flow.Unsat, Sub.GW.Ret.Exf, Sub.GW.Ret.Spr, Sub.GW.Disp.Piston, Sub.SSFlow.Macro",1,N/A
126,Figure model,"Harrison, R., van Tol, J. and Amiotte Suchet, P., 2022. Hydropedological Characteristics of the Cathedral Peak Research Catchments. Hydrology, 9(11), p.189.",https://doi.org/10.3390/hydrology9110189,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,5,Flow path diagrams for (a) the drier periods and (b) wetter periods for CP-III.,https://www.mdpi.com/hydrology/hydrology-09-00189/article_deploy/html/images/hydrology-09-00189-g005-550.jpg,N/A,N/A,N/A,N/A,"CP-III, Cathedral Peak experimental research catchment, South Africa",-28.989477,29.238931,1.389,1,N,2,Season and wetness,N,N,N,N,N,N,N,4,"Soil saturation, Channel storage, Groundwater storage, Soil water storage","Sub.Soil.Store.Satur, Chan.Store, Sub.GW.Store, Sub.Soil.Store",3,"Vertical drainage to groundwater, Overland Flow, Subsurface stormflow","Sub.Soil.Drain, Surf.Over, Sub.SSFlow",1,N/A
127,Figure model,"Harrison, R., van Tol, J. and Amiotte Suchet, P., 2022. Hydropedological Characteristics of the Cathedral Peak Research Catchments. Hydrology, 9(11), p.189.",https://doi.org/10.3390/hydrology9110189,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,7,Flow path diagrams for (a) the drier periods and (b) wetter periods for CP-VI. ,https://www.mdpi.com/hydrology/hydrology-09-00189/article_deploy/html/images/hydrology-09-00189-g007-550.jpg,N/A,N/A,N/A,N/A,"CP-IX, Cathedral Peak experimental research catchment, South Africa",-28.987909,29.251777,0.677,1,N,2,Season and wetness,N,N,N,N,N,N,N,4,"Soil water storage, Channel storage, Groundwater storage, Soil saturation","Sub.Soil.Store, Chan.Store, Sub.GW.Store, Sub.Soil.Store.Satur",3,"Subsurface stormflow, Vertical drainage to groundwater, Overland Flow","Sub.SSFlow, Sub.Soil.Drain, Surf.Over",1,N/A
128,Figure model,"Harrison, R., van Tol, J. and Amiotte Suchet, P., 2022. Hydropedological Characteristics of the Cathedral Peak Research Catchments. Hydrology, 9(11), p.189.",https://doi.org/10.3390/hydrology9110189,CC-BY 4.0,https://creativecommons.org/licenses/by/4.0/,9,Flow path diagrams for (a) the drier periods and (b) wetter periods for CP-IX. ,https://www.mdpi.com/hydrology/hydrology-09-00189/article_deploy/html/images/hydrology-09-00189-g009-550.jpg,N/A,N/A,N/A,N/A,"CP-VI, Cathedral Peak experimental research catchment, South Africa",-28.991593,29.273321,0.645,1,N,2,Season and wetness,N,N,N,N,N,N,N,4,"Channel storage, Soil saturation, Groundwater storage, Soil water storage","Chan.Store, Sub.Soil.Store.Satur, Sub.GW.Store, Sub.Soil.Store",3,"Overland Flow, Subsurface stormflow, Vertical drainage to groundwater","Surf.Over, Sub.SSFlow, Sub.Soil.Drain",1,N/A
129,Figure model,"Egusa, T., Ohte, N., Oda, T. and Suzuki, M., 2016. Quantifying aggregation and change in runoff source in accordance with catchment area increase in a forested headwater catchment. Hydrological Processes, 30(22), pp.4125-4138.",https://doi.org/10.1002/hyp.10916,Not open-access,https://doi.org/10.1002/hyp.10916,2,"Conceptual model of runoff sources in Inokawa catchment. Solid and dotted arrows indicate the flow of subsurface water and groundwater, respectively. Stream water was mixed by subsurface water and groundwater",https://onlinelibrary.wiley.com/cms/asset/d9092984-332b-4132-bd87-fdd3898f1032/hyp10916-fig-0002-m.jpg,N/A,N/A,N/A,N/A,"Fukuroyamasawa Experimental Watershed B, Inokawa Watershed, Japan",35.21126,140.10345,5.07,1,N,1,N,N,N,N,N,N,N,N,4,"Soil water storage, Groundwater storage, Channel storage, Water Table","Sub.Soil.Store, Sub.GW.Store, Chan.Store, Sub.GW.Store.Wtable",2,"Vertical matrix flow, Groundwater flow","Sub.Soil.Matrix, Sub.GW.Flow",1,N/A
130,Figure model,"MarÃ©chal, J.-C., Braun, J.-J., Riotte, J., Bedimo, J.-P.B. and Boeglin, J.-L. (2011), Hydrological processes of a rainforest headwater swamp from natural chemical tracing in Nsimi watershed, Cameroon. Hydrol. Process., 25: 2246-2260.",https://doi.org/10.1002/hyp.7989,Not open-access,https://doi.org/10.1002/hyp.7989,2,"(a) Cross-section of Nsimi headwater catchment with a swamp, representation of flows exchange between swamp and hillside hydrological systems. (b) Isolated systems with their respective CMB and water budget equations",https://onlinelibrary.wiley.com/cms/asset/97534848-c4e9-4db8-bdca-15ec4b048d63/mfig002.jpg,N/A,N/A,N/A,N/A,"Nsimi watershed, Cameroon",3.20391,11.81497,0.6,2,Hillslope position,1,N,Vegetation icons,N,N,N,N,N,N,3,"Riparian aquifer storage, Channel storage, Groundwater storage","Chan.Store.Rip, Chan.Store, Sub.GW.Store",6,"Evapotranspiration, Gaining stream, Groundwater flow, Vertical drainage to groundwater, Saturation excess flow, Springflow","Surf.ET, Sub.GWSW.Gain, Sub.GW.Flow, Sub.Soil.Drain, Surf.Over.SE, Sub.GW.Ret.Spr",1,N/A
